sample	compressor	size	noise	correct
For Alise (Bethoven)	bzip2	20	1	0
Treasure Waltz (Strauss)	gzip	20	1	2
Treasure Waltz (Strauss)	lzma	20	1	0
Treasure Waltz (Strauss)	bzip2	20	1	0
For Alise (Bethoven)	gzip	20	1	2
For Alise (Bethoven)	lzma	20	1	0
For Alise (Bethoven)	bzip2	20	1	0
Piano Sonatta No. 15 (Mozart)	gzip	20	1	2
Piano Sonatta No. 15 (Mozart)	lzma	20	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	1	0
Sping From The Four Seasons (Vivaldi)	gzip	20	1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	1	0
Piano Sonatta No. 15 (Mozart)	gzip	20	1	2
Piano Sonatta No. 15 (Mozart)	lzma	20	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	1	0
Sping From The Four Seasons (Vivaldi)	gzip	20	1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	1	0
Sping From The Four Seasons (Vivaldi)	gzip	20	1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	1	0
Piano Sonatta No. 15 (Mozart)	gzip	20	1	2
Piano Sonatta No. 15 (Mozart)	lzma	20	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	1	0
Treasure Waltz (Strauss)	gzip	20	1	2
Treasure Waltz (Strauss)	lzma	20	1	1
Treasure Waltz (Strauss)	bzip2	20	1	0
Piano Sonatta No. 15 (Mozart)	gzip	20	1	2
Piano Sonatta No. 15 (Mozart)	lzma	20	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	1	0
Sping From The Four Seasons (Vivaldi)	gzip	20	1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	1	0
Piano Sonatta No. 15 (Mozart)	gzip	20	1	2
Piano Sonatta No. 15 (Mozart)	lzma	20	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	1	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	0
Treasure Waltz (Strauss)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	1
For Alise (Bethoven)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	0
For Alise (Bethoven)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	0
For Alise (Bethoven)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	0
For Alise (Bethoven)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	1
For Alise (Bethoven)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	0
Treasure Waltz (Strauss)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	1
For Alise (Bethoven)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	1
For Alise (Bethoven)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	1
For Alise (Bethoven)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	1
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	1
For Alise (Bethoven)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	2
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
For Alise (Bethoven)	gzip	20	0.5	2
For Alise (Bethoven)	lzma	20	0.5	1
For Alise (Bethoven)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Treasure Waltz (Strauss)	gzip	20	0.5	3
Treasure Waltz (Strauss)	lzma	20	0.5	1
Treasure Waltz (Strauss)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	20	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	0
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	1
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	1
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	1
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	1
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	3
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	1
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	1
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	1
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	1
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	0
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	0
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	1
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	2
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	0
Treasure Waltz (Strauss)	gzip	20	0.25	2
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	0
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	1
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	2
Treasure Waltz (Strauss)	bzip2	20	0.25	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	0
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	1
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	1
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	2
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	0
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	2
For Alise (Bethoven)	gzip	20	0.25	2
For Alise (Bethoven)	lzma	20	0.25	1
For Alise (Bethoven)	bzip2	20	0.25	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	1
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	0
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	1
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	0
Treasure Waltz (Strauss)	gzip	20	0.25	3
Treasure Waltz (Strauss)	lzma	20	0.25	1
Treasure Waltz (Strauss)	bzip2	20	0.25	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.25	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.25	0
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.25	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.25	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.25	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.25	1
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	2
Treasure Waltz (Strauss)	bzip2	20	0.1	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	1
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	2
Treasure Waltz (Strauss)	bzip2	20	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	2
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	1
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	1
Treasure Waltz (Strauss)	bzip2	20	0.1	2
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	1
Treasure Waltz (Strauss)	bzip2	20	0.1	2
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	2
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	2
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	1
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	2
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	2
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
For Alise (Bethoven)	gzip	20	0.1	4
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	1
Treasure Waltz (Strauss)	gzip	20	0.1	2
Treasure Waltz (Strauss)	lzma	20	0.1	1
Treasure Waltz (Strauss)	bzip2	20	0.1	1
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	1
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	2
Treasure Waltz (Strauss)	bzip2	20	0.1	2
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	2
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	2
Treasure Waltz (Strauss)	bzip2	20	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	2
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	2
Treasure Waltz (Strauss)	bzip2	20	0.1	2
For Alise (Bethoven)	gzip	20	0.1	4
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	2
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	3
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	2
Treasure Waltz (Strauss)	bzip2	20	0.1	3
For Alise (Bethoven)	gzip	20	0.1	3
For Alise (Bethoven)	lzma	20	0.1	1
For Alise (Bethoven)	bzip2	20	0.1	2
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
Treasure Waltz (Strauss)	gzip	20	0.1	3
Treasure Waltz (Strauss)	lzma	20	0.1	2
Treasure Waltz (Strauss)	bzip2	20	0.1	2
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.1	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.1	0
Piano Sonatta No. 15 (Mozart)	gzip	20	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.1	1
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.1	3
Piano Sonatta No. 15 (Mozart)	gzip	20	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.05	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.05	3
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.05	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.05	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.05	2
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.05	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.05	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.05	2
Piano Sonatta No. 15 (Mozart)	gzip	20	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.05	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.05	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.05	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.05	1
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	2
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	2
For Alise (Bethoven)	gzip	20	0.05	3
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	1
Piano Sonatta No. 15 (Mozart)	gzip	20	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.05	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.05	3
For Alise (Bethoven)	gzip	20	0.05	4
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	2
Piano Sonatta No. 15 (Mozart)	gzip	20	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.05	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.05	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	20	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.05	1
For Alise (Bethoven)	gzip	20	0.05	3
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	1
For Alise (Bethoven)	gzip	20	0.05	4
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	3
Piano Sonatta No. 15 (Mozart)	gzip	20	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	20	0.05	2
Piano Sonatta No. 15 (Mozart)	bzip2	20	0.05	3
For Alise (Bethoven)	gzip	20	0.05	4
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	3
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	2
For Alise (Bethoven)	gzip	20	0.05	4
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	3
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	1
For Alise (Bethoven)	gzip	20	0.05	4
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	2
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	2
Sping From The Four Seasons (Vivaldi)	gzip	20	0.05	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.05	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.05	2
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
Treasure Waltz (Strauss)	bzip2	20	0.05	2
For Alise (Bethoven)	gzip	20	0.05	4
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	3
Sping From The Four Seasons (Vivaldi)	gzip	20	0.05	3
Sping From The Four Seasons (Vivaldi)	lzma	20	0.05	2
Sping From The Four Seasons (Vivaldi)	bzip2	20	0.05	2
For Alise (Bethoven)	gzip	20	0.05	4
For Alise (Bethoven)	lzma	20	0.05	1
For Alise (Bethoven)	bzip2	20	0.05	3
Treasure Waltz (Strauss)	gzip	20	0.05	3
Treasure Waltz (Strauss)	lzma	20	0.05	2
